code,name,hex
7699,Isla de la Vida,#f4ebb4
7698,Salto de Rana,#e6e3a4
7697,Lima en tu Vida,#d7da93
7696,Sonrisa de Estación,#c4c97d
7695,Tiempo Tropical,#adb968
7694,Ultima Lima,#8d9f44
7693,Verde Vivido,#798c2f
7708,Sonata,#fff0c0
7707,Kiwi Fresco,#fcefb1
7706,Limpieza Primaveral,#efeb9d
7705,Estuario Este,#dbe283
7704,Guirnalda Verde,#c8da68
7703,Orquidea de Verano,#abcc43
7702,Hojas de Otoño,#92bf24
7701,Ternura,#80b800
7716,Promesa de Primavera,#fff0be
7715,Beso de Kiwi,#fbeeb6
7714,Gloria de Primavera,#f5ebab
7713,Altos de San isidro,#e5e599
7712,Verde Eco,#d3d882
7711,Bosque de Lima,#bcca68
7710,Manzana Agridulce,#a1b844
7709,Ultima Mirada,#81a01f
7724,Verde Nuevo,#fdebba
7723,Asomo de Primavera,#f7e8b3
7722,San Martin,#e7dd9f
7721,Verde Primavera,#d8d390
7720,Campiña Inglesa,#ccc682
7719,Próxima Primavera,#b1b066
7718,Novatos,#939647
7717,Tronco Gracioso,#898839
7732,Suavidad,#ffefb9
7731,Camino Perenne,#f6eaaf
7730,Acres Verdes,#ede5a3
7729,Valle de Punilla,#e2e097
7728,Canto Primaveral,#d0d180
7727,Limonada,#b9c166
7726,Manzanas Verdes,#a0ae4a
7725,Lima Deliciosa,#82942c
7740,Bienvenida Primavera,#fff0b9
7739,Cepillo Verde,#fdeeaf
7738,Picnic,#f6eca4
7737,Actitud Primveral,#f1ea9c
7736,Jardín Serpenteante,#dedf81
7735,Cambio de Lima,#cad163
7734,Helado de Lima,#b7c544
7733,Guisantes Chinos,#93ae1b
7748,Primavera Suave,#fff3c1
7747,Algegría de la Naturaleza,#fff0b2
7746,Brillo Primaveral,#fff0a9
7745,Salta,#f7ec98
7744,Pistacho Pelado,#ece886
7743,Lechuga Fresca,#dae166
7742,Estallido Lima,#c0d238
7741,Verde Deportivo,#aab800
7756,Vista de Primavera,#fff0ba
7755,Apio Fresco,#fff0b2
7754,Jardín Francés,#fbeda8
7753,Anticipo de Primavera,#f6e995
7752,Parque Laurel,#ebe383
7751,Bronceado Fino,#d8d862
7750,Ducle Kiwi,#c6ca41
7749,Heráldico,#acb901
7764,Primavera Domada,#fff2ba
7763,Gracia de Jardinería,#ffee9e
7762,Hierba Inglesa,#f7ea93
7761,Soire de Verano,#ede481
7760,Encanto Verde,#e4dc61
7759,Balsamo Italiano,#d8d548
7758,Calabacin Verde,#cfcf39
7757,Placer Eterno,#bec408
7772,Estallido de Primavera,#ffefb8
7771,Dulce Angel,#feebab
7770,Luz Primaveral,#f4e69d
7769,Primavera Tormentosa,#f4e696
7768,Jardín Primaveral,#e1d57b
7767,Calle del Cocodrilo,#d3cc67
7766,Estelar,#b9b840
7765,Parque Parisino,#a1a324
7780,Susurro Verde,#fff1b7
7779,Tinta Brillante,#ffecab
7778,Milla Verde,#faeba2
7777,Retoño Nuevo,#ece184
7776,Luces de Neón,#e4dd64
7775,Lima,#e7df57
7774,Parisino,#e1d82c
7773,Lima Agria,#d8d300
7788,Hojas Nuevas,#f8e5b4
7787,Jugueteando en Primavera,#eedda9
7786,Capítulo de Oro,#dbcd92
7785,Costa de Oro,#c5ba83
7784,Puerto Oliva,#b5ab71
7783,Avocado Antiguo,#a3995c
7782,Punto Verde,#90884d
7781,Cerro Toscano,#79703a
7796,Estremecimiento,#f8e3b0
7795,Villa Nueva,#f1dca3
7794,Sierra Madre,#e0cd8e
7793,Jungla,#c8b67a
7792,Dolores,#b1a264
7791,Retro Avocado,#a19252
7790,Olivo Antiguo,#918445
7789,Tronco de Cerdros,#827537
7804,Verde Invierno,#ffecb5
7803,Melodia de Primavera,#ffeab4
7802,Valle Las Virgenes,#f4e29f
7801,Pico de Jardín,#ebda91
7800,Celebración Primaveral,#d3c575
7799,Santa Cruz,#c7b967
7798,Reina de la Primavera,#aea248
7797,Pesto,#978d33
7812,Pantano Blanco,#ffe9b0
7811,Estudio Solar,#f7e3a5
7810,Granja Primavera,#ead78e
7809,El Palmar,#dac77a
7808,Joven Verde,#c7b762
7807,Apio Dulce,#b9a84f
7806,Hall de Marfil,#ad9e45
7805,Moda Primaveral,#9e9036
7820,Paramo,#ffeab8
7819,Veleta,#f2d99b
7818,Esperanzado,#e5cd8a
7817,Camino del Parque,#d3bc7a
7816,Sauce Llorón,#bfa965
7815,Agujetas de Pino,#b19b54
7814,Pregunta Tonta,#a38f4b
7813,Oliva de Oro,#907c3b
7828,Isla de los Espíritus,#ffebb0
7827,Jardín de la República,#ffe9a6
7826,Salinas,#fde498
7825,Pradera Alta,#efd67f
7824,Desfile de Jardín,#e5cd71
7823,Oliva Italiano,#ddc664
7822,Tierra Verde,#cab544
7821,Parque Nacional,#a89a22
7836,Verano Divertido,#fff2c2
7835,Temporada de Oro,#fff2b9
7834,Resplandor de Oro,#fff1ad
7833,Sol Divertido,#fff09c
7832,Tesoro de Oro,#ffe580
7831,Oro Pelado,#fbdb63
7830,Sol Brillante,#f7d541
7829,Dulce Señorita,#d1b500
7844,Beso del Angel,#ffeebd
7843,Espíritu Infantil,#ffecb6
7842,Cerro Armonía,#ffe9ab
7841,Tierra de Praderas,#fce098
7840,Viñedos Divinos,#edd181
7839,Avalone,#dfc269
7838,Elementos de Jardinería,#c8a947
7837,Pasto Ornamental,#ac9026
7852,Velas al Viento,#ffeaba
7851,Papiro Pálido,#f9dea7
7850,Crema de Banana,#efd499
7849,Montaña de Oro,#ddc385
7848,Mezcla Bambú,#ceb472
7847,Miramar,#c0a45e
7846,Aceite de Olivas,#ac924c
7845,Cita de Vera,#84702f
7860,Crema Rusa,#fff2c0
7859,Lino Natural,#ffedb4
7858,Feliz Dulzura,#ffeba9
7857,Miel del Cielo,#ffe493
7856,Lujo Dorado,#f7d87c
7855,Vista de Australia,#eecd64
7854,Sol de Septiembre,#dbb940
7853,Color Abierto,#c3a213
7868,Estilo de Verano,#fff2bf
7867,Gemelos,#fff2b7
7866,Brillo de Sol,#fff2ab
7865,Levántate y Brilla,#fff09c
7864,Estallido de Limón,#ffec7b
7863,Amarillo Verano,#ffe864
7862,Oro Maya,#ffe028
7861,Bajo el Sol,#ffd400
7876,Miel Blanda,#fff1bf
7875,Brillante,#fff2b9
7874,Nicolás,#fff0a9
7873,Rosa Limón,#ffee99
7872,Sonrisa de Azafrán,#ffe87a
7871,Sol de Campo,#ffe15c
7870,Petalo Girasol,#ffd820
7869,Rayo de Oro,#ffca00
7884,Lino Irlandés,#fff0bc
7883,Arenas Egipcias,#ffefb2
7882,Dispuesto al Sol,#ffe49c
7881,Avena de Mar,#ffdd8a
7880,Miel Mostaza,#f8cf77
7879,Color Cerrado,#e6b84c
7878,Ostra Durmiente,#d9aa3b
7877,Rattan de Oro,#ca9d29
7892,Marfil Pálido,#ffeab7
7891,Soneto Frances,#ffdd9f
7890,Gloria de Sol,#fad48f
7889,Polen Pálido,#edc87f
7888,Fuego de Estrellas,#deb364
7887,Pleno Sol,#cfa54f
7886,Botánica Oro,#c39842
7885,Golpe de Oro,#b0852e
7900,San Isidro,#fff0b6
7899,Fiebre Primaveral,#ffefad
7898,Valle Otoñal,#ffed9e
7897,Natilla,#ffe993
7896,Arena de Sol,#ffdf73
7895,Toneladas de Sol,#ffd65b
7894,Parque del Sol,#ffc936
7893,Devoción,#fbb400
7908,Luna de Tarde,#fff0bc
7907,Almendra Vainilla,#ffefb3
7906,Alegría al Sol,#ffeba3
7905,Sol de Mediodía,#ffe893
7904,Exposición Sudeste,#ffdd7c
7903,Maíz Maya,#ffd05b
7902,Cazería,#fec233
7901,Mostaza Seca,#f2ad00
7916,Bola de Fuego,#fff0c0
7915,Luz Líquida,#fff0b4
7914,Solsticio,#ffeda2
7913,Aura de Oro,#ffe78c
7912,Oro Solido,#ffe172
7911,Luz de la Piel,#ffd84f
7910,Niña de Oro,#ffcf15
7909,Oro Inca,#ffc000
7924,Hijo Lunar,#ffedb5
7923,Rocío de Verano,#ffeba9
7922,Miel Salvaje,#ffe595
7921,Veraniego,#ffe084
7920,Miel Hawaiana,#ffd46c
7919,Sol Barnizado,#ffc446
7918,Oro Antiguo,#ffb615
7917,Otoño de Oro,#f9a400
7932,Canoa,#ffefc2
7931,Pinamar,#ffeab2
7930,Hogar Encendido,#ffe59e
7929,Rafia Natural,#ffde8d
7928,Pliegue Kaki,#ffd079
7927,Sahara,#f6be59
7926,Canciones de la Selva,#ecac39
7925,Música,#da9918
7940,Luna Mágica,#ffeec2
7939,Magnolia Florecida,#ffe8b3
7938,Lienzo Limpio,#ffe2a0
7937,Mar y Arena,#ffd688
7936,Arcilla de Hacienda,#f5be69
7935,Oeste,#ecb259
7934,Gaucho Grande,#de9e3e
7933,Chapultepec,#cf8d2a
7948,Enmantecado,#ffefbf
7947,Cereal,#ffecaa
7946,Mandarina Cambiante,#ffe99a
7945,Balsamo Dulce,#ffe487
7944,Cola de Tigre,#ffdc6f
7943,Fuego Brillante,#ffcc3e
7942,Pez Dorado,#ffc200
7941,Lila Brillante,#ffb100
7956,Caramelo,#ffebb2
7955,Camino del Campanario,#ffe9a6
7954,Relámpagos,#ffe89e
7953,Brillo Puro,#ffe28c
7952,Soñado,#ffd674
7951,Rayo Naranja,#ffbf3c
7950,Primer Brillo,#ffb20f
7949,Naranja Florido,#ffa600
7964,Vista Vainilla,#ffedb8
7963,Tostada,#ffecb1
7962,Zaharina,#ffe8a5
7961,Durazno,#ffdf89
7960,Pastor de Verano,#ffd16b
7959,Encanto Otoñal,#ffbf4b
7958,Cultivo de Calabaza,#ffab0f
7957,Alas de Monarca,#ff9700
7972,Hombros Blandos,#ffefc4
7971,Amistad,#ffeab7
7970,Que Durazno,#ffdc9b
7969,Playa Coral,#ffd38a
7968,Cítrico,#ffbe73
7967,Naranja Amazonas,#f9b161
7966,Belleza Otoñal,#e8973a
7965,Mandarines,#d27e27
7980,Crema Virreinal,#ffebb6
7979,Angelical,#ffe7ab
7978,Orgullosa Maná,#ffe29f
7977,Ariana,#ffdb90
7976,Mirasol Paula,#ffc571
7975,Dulce Michelle,#ffb051
7974,Laura,#ff9a28
7973,Cometa Haley,#ff7d00
7988,Dama de Luna,#ffeab9
7987,Daniel,#ffe6b1
7986,Playa Luz de Luna,#ffd999
7985,Luna Ambar,#ffd088
7984,Ambar Báltico,#ffbe76
7983,Sol Sirena,#f8a859
7982,Otoño Ambar,#ed943b
7981,Naranja,#df8127
7996,Villa Norte,#ffedc1
7995,Simple Puesta de Sol,#ffe4b1
7994,Rosa Durazno,#ffd99e
7993,Helado de Melón,#ffce8e
7992,Playa Atardecer,#ffbc7b
7991,Cañada Coral,#ffa45c
7990,Esplendor Otoñal,#ff8a37
7989,Agridulce Brillante,#f67125
8004,Crema del Cielo,#ffeec4
8003,Pálido Amanecer,#ffe7b8
8002,Beige Puro,#ffd7a0
8001,Medanos,#ffcc91
8000,Santiago,#ffb377
7999,Espacio Interior,#fb9f5f
7998,Cimarrón,#f28a45
7997,Especias,#d96928
8012,Milk Shake,#ffdfb2
8011,Pies en la Arena,#ffd8a8
8010,Playa Durazno,#ffce9b
8009,Esencia Naranja,#ffc691
8008,Tibio Sol,#fdb380
8007,Tesoro en la Playa,#ee9864
8006,Terracota Toscano,#da773f
8005,Tierra Asoleada,#b86038
8020,Marfil Africano,#ffe6bc
8019,Nude Coral,#ffd8a5
8018,Damasco Australiano,#ffcb95
8017,Río Salmón,#fcba81
8016,Costa Coral,#e69b65
8015,Ignacio,#db8b56
8014,Terracota,#c16c37
8013,Tetera de Cobre,#b46134
8028,Complejo Durazno,#ffe7bd
8027,Casimir Durazno,#ffe2b5
8026,Luminaria,#ffd7a7
8025,Mango Tango,#ffce9a
8024,Nectar de Naranja,#ffb683
8023,Naranja Preferido,#ffa26a
8022,Fuego de la Vida,#ff8144
8021,Golpe Caliente,#f75c26
8036,Primer Beso,#ffe5be
8035,Sendero de Pétalos,#ffd8b0
8034,Conchilla,#ffcfa6
8033,Niña Joven,#ffc197
8032,Sombra de Ostra,#ffae88
8031,Coral Rosa,#fa9972
8030,Ensenada Coral,#e7774d
8029,Parsimonia,#c84e33
8044,Dulce Frío,#ffebc5
8043,Día Dulce,#ffdfb8
8042,Mejillas de Bebé,#ffd2aa
8041,Lamento Rosa,#ffc59c
8040,Mezcla de Melón,#ffb791
8039,Beso de Otoño,#ffa982
8038,Atardecer en Mykonos,#ff7b52
8037,Fuego de la Pradera,#f45e34
8052,Gruta,#ffe9c5
8051,Crema de Cerezas,#ffdeba
8050,Rosales,#ffd0ad
8049,Catamarca,#ffc29e
8048,Toque Perfecto,#ffad91
8047,Brillo de Adonis,#ff9173
8046,Coral Australiano,#fe7455
8045,Fogón,#ef4f32
8060,Palidez,#ffe5c4
8059,En la Mañana,#ffd8b9
8058,Diquecito,#ffcaab
8057,Punto Rosa,#ffc2a6
8056,Su Majestad,#ffad93
8055,Parque Florecido,#fa917b
8054,Antojos,#ee775f
8053,Gran Duque,#d25137
8068,Arrollo Dormido,#ffe8c5
8067,Mi Querida,#ffd6b6
8066,Rosa Perfección,#ffcdaf
8065,Rosa Primaveral,#ffc0a5
8064,Rosa Paciente,#ffa28c
8063,Princesa Pacífica,#ff8e7a
8062,Regalo de Gabriel,#fc715c
8061,Salsa del Sol,#e63e2b
8076,Pequeña Belleza,#ffe9c8
8075,Dulce Trato,#ffddbf
8074,Rosa Romántico,#ffc5ac
8073,Rosalie,#ffb49f
8072,Retoño en Flor,#f89988
8071,Rosa Té,#ec8376
8070,Rojo Rosado,#d76053
8069,Otoñal,#ba4230
8084,Perfección,#ffe1bf
8083,Soplo de Rosa,#ffcfb2
8082,Dulce Cristal,#ffbda5
8081,Retoño Desértico,#ffb29a
8080,Clavel Rosa,#f89d89
8079,Dulce Amelia,#e77f70
8078,Feria de Mayo,#d36050
8077,Pirámides,#bb4734
8092,Niebla Rosa,#ffe0c4
8091,Dulces Memorias,#ffd7be
8090,Paraná,#ffcab5
8089,Zapatillas de Danza,#ffb5a5
8088,Tucumán,#ffa298
8087,Salvaje,#f98882
8086,Lady Amor,#e86361
8085,Barón Rojo,#c02129
8100,Angel Alado,#ffeaca
8099,Sonrisa de Beth,#ffdec2
8098,Dormilonas,#ffcebb
8097,Jujuy,#ffbcaf
8096,Rosa Subido,#ffa7a0
8095,Ramillete Rosa,#ff8a8b
8094,Pat,#fa6970
8093,Rojo de Artistas,#da1620
8108,Pétalos Pálidos,#ffe1c1
8107,Bondad,#ffd0b4
8106,Guinda al Minuto,#f4b7a1
8105,Alfarería Primaveral,#e2a292
8104,Rosa Viviente,#d38d7f
8103,Mezcla Guinda,#ba6d60
8102,Reina Rosa,#ab5d52
8101,Pardo Rojo,#834039
8116,Rubar Primaveral,#ffe4c4
8115,Casita Rosa,#ffd4ba
8114,Rosa Salvaje,#fcbeaa
8113,Dulce Corazón,#eaa496
8112,Rosa Escocesa Salvaje,#d7877e
8111,Miel Tibia,#cc786e
8110,Haya Salvaje,#b9635b
8109,Vino Fino,#853036
8124,Dulces Ilusiones,#ffd8bd
8123,Vamos Niña,#ffcdb7
8122,Belleza Florecida,#ffbfae
8121,Fiesta Rosa,#fbb0a4
8120,Sonrisas,#ef9991
8119,Bouquet de Rosas,#e28781
8118,Labial Rosa,#c75a59
8117,Juguete Nuevo,#9c212e
8132,Rubar Pálido,#ffe6ca
8131,Primer Amanecer,#ffd8c4
8130,Rapsodia Rosa,#ffcabd
8129,Divertido,#ffbab7
8128,Pimpollo,#ffa7ab
8127,Beso Esperado,#f58595
8126,Deseos Ricos,#ea5f7a
8125,Fresca,#a02231
8140,Hiela Rosa,#ffe8ca
8139,Dulces Rosas,#ffdcc5
8138,Rubor de Bebé,#ffd0c0
8137,Pétalos de Rosa,#ffb9b2
8136,Bebé,#eea5a5
8135,Rosa Euforico,#e08c94
8134,Raza,#c26775
8133,Naón,#9e2538
8148,Pálido Divino,#ffdec5
8147,Toninas,#ffd7c3
8146,Corazón Fumado,#ffcbbd
8145,Rosas en la Nieve,#fabcb7
8144,Reliquia Rosa,#e6a7a7
8143,Santa Rosa,#cc7d88
8142,Marqueza,#be697a
8141,Borgoña,#8b3850
8156,Dulzura,#ffe7ca
8155,Pequeña Princesa,#ffd3c6
8154,Belleza Primaveral,#ffc8c3
8153,Bella Dama,#ffb6bd
8152,Margarita,#faa1b2
8151,Rosa Pasional,#f08ca5
8150,Vuelta de Fucsia,#e56d91
8149,Del Corazón,#c52f59
8164,Dulce Misterio,#ffeacc
8163,Hija Querida,#ffdeca
8162,Margarina,#ffc9c5
8161,Rosa Juguetón,#ffb9c0
8160,Federica,#f398af
8159,Beso Cereza,#ec89a6
8158,Cereza Primaveral,#e36a95
8157,Corazón Agrio,#a9264e
8172,Vista Rosa,#ffdac7
8171,Pétalos Primaverales,#ffd1c6
8170,Rosa Col,#fcc2c0
8169,Rosarian,#f8b9bd
8168,Rosa Francesa,#e29aad
8167,Seda de Otoño,#d78fa5
8166,Meteorito,#bb698a
8165,Mate Dulce,#713043
8180,Novia Ruborosa,#ffe8c9
8179,Primer Amor,#ffddc3
8178,Margaritas Pintadas,#facdbb
8177,Guinda Místico,#f1beb3
8176,Chaco,#dea9a4
8175,Rosa de la Tarde,#ca9494
8174,Dama Guinda,#b27578
8173,Fruta Tropical,#5d3539
8188,Suave y Dulce,#ffe4c6
8187,Cuento de Hadas,#fdd5be
8186,Rosa Navideña,#f0bfb0
8185,Galería Floral,#dcaba1
8184,Montes de Aramis,#d09e97
8183,Condesa,#ba8585
8182,Hermosa Ciruela,#966063
8181,Arándano Agrio,#56343b
8196,Helado Rosa,#fbd9bf
8195,Rubor Cristal,#eec7b4
8194,Pétalos de Boda,#e3b7a9
8193,Melón de Miel,#cca39b
8192,Melodía,#ab8280
8191,Hermosamente Sentada,#986f6e
8190,Marylin,#896061
8189,Cereza,#4e3639
8204,Amanecer,#ffe5c7
8203,Dulce y Salado,#f6d2bc
8202,Rosa Paz,#e1b8ab
8201,Rosa Claro,#caa39b
8200,Dama,#ab8685
8199,Corazón Meloso,#987273
8198,Huerta de Ciruelas,#8c6064
8197,Muy Dulce,#573340
8212,Día Mágico,#fde0c3
8211,Rosa Plácido,#f2d5bb
8210,Hermosa Princesa,#e0c0ad
8209,Tiempo de Manzanas,#caaea0
8208,Plaza de los Virreyes,#aa8d86
8207,Rosabella,#997b74
8206,Señora Condesa,#846863
8205,Brisa Otoñal,#54393f
8220,Sueñnos de Viñedos,#f9dfc0
8219,Ciruela Orgullosa,#ebd0b5
8218,Huevo de Pascua,#ddc1a9
8217,Luz Romántica,#c8af9c
8216,Caballete,#b89f8f
8215,Rosa Lavanda,#998173
8214,Isla de Ciruelas,#826b60
8213,Baya Oscura,#443332
8228,La Plata,#f4dcbc
8227,Espíritus de la Madera,#dbc5a9
8226,Reflejo Plata,#ceb89d
8225,Guisante,#c3ad93
8224,Zorro,#a79581
8223,Bosque Salvaje,#867767
8222,Tiempo Perdido,#68594b
8221,Cima de Montaña,#4d3e31
8236,Plata Helada,#f9e2c2
8235,Dulce Armonía,#e4cfb4
8234,Pamela,#c5b19c
8233,Armonía,#ac9d8c
8232,Paraíso Desnudo,#8e8074
8231,Ultima Luz,#75685d
8230,Zulu,#5e5148
8229,Emperatriz,#443830
8244,Misty,#ecd7bd
8243,Patchoulie,#e0ccb6
8242,Barón Bebé,#d1bdac
8241,Atardecer Suave,#bfaea0
8240,Príncipe,#a89a91
8239,Cardo Alto,#746c6a
8238,Kinka,#5d5555
8237,Lirio Indulgente,#36312d
8252,Nubes,#ecd8bc
8251,Palacio Blanco,#dfcdb5
8250,Cielo de Octubre,#c5b5a2
8249,Rincón,#aaa092
8248,Montaña Sombra,#857e76
8247,Ballena Gris,#706963
8246,Sombra de las Cinco,#58534f
8245,A Oscuras,#383330
8260,Mercurio,#fee8c7
8259,Reliquia Plateada,#eedcbd
8258,Cuanda Hay Humo,#d3c6af
8257,Delfín,#b4ab99
8256,Gris Madison,#9a9587
8255,Hecho en las Sombras,#706d65
8254,Navegando Suavemente,#595752
8253,Gatito,#2e2924
8268,Luz de Luna Azul,#e8dabf
8267,Sentimiento Tranquilo,#cec9b5
8266,Azul Bali,#afb1a4
8265,Vista de Arroyo,#97998e
8264,Mirador,#7e827b
8263,Romanticismo,#696b66
8262,Lago Azul,#5a5e5a
8261,Uniforme,#4e463f
8276,Azulado,#eee1c5
8275,Claridad,#d9d2bc
8274,Camino en el Cielo,#c0bfb0
8273,Bahía Grande,#acb0a5
8272,Horizonte Azul,#949b93
8271,Tucker,#707b7a
8270,Azul Brillante,#475557
8269,En la Marina,#353839
8284,Susurro Brisa Suave,#f6e6c5
8283,Estrella Azul,#e1d8bc
8282,Refugio para Descanso,#c6c4ad
8281,Río de los Espíritus,#aeb39f
8280,Fuente de los Deseos,#909689
8279,Soñador,#737d73
8278,Potrillo,#515d56
8277,Medianoche,#3a3f3a
8292,Plata Rápida,#f4e0c0
8291,Yegua Gris,#dbcbae
8290,Humo Pradero,#c4b79e
8289,Acero Frío,#a59d8b
8288,Piedra Antigua,#888273
8287,Gris Mutado,#656256
8286,Caracol,#57544a
8285,Puerto Nuevo,#3d3a31
8300,Confite,#efdaba
8299,Glaciar,#e2cfb0
8298,Reina del Plata,#d3c0a4
8297,Plato de Platino,#c1b096
8296,Punta Diamante,#a89b85
8295,Garbado en Piedra,#877d6c
8294,Sombras Oscuras,#5f5748
8293,Copia Carbón,#413729
8308,Bocanada,#e3d1b2
8307,Belén,#d5c4a8
8306,Chubut,#c4b49a
8305,Gris Titanio,#a89d88
8304,Materia Gris,#867e6c
8303,Baile en la Sombra,#6e6656
8302,Grafito,#625c4e
8301,Noche de Estreno,#474135
8316,Primera Escarcha,#e6d7b7
8315,Neblina Gris,#c8bca0
8314,Cielo Inveral,#bcb398
8313,Acero en Bruto,#a49d87
8312,Gris Gótico,#85816f
8311,Piedra Romana,#6e6d5c
8310,Lugar en Sombras,#5c5c4e
8309,Medianoche Tropical,#424135
8324,Arroyo Plata,#ecdaba
8323,Escarcha Clara,#decfb0
8322,Excelsior,#cdc1a4
8321,Lluvia de Plata,#9f9a85
8320,Matriz Gris,#82816f
8319,Lago Perdido,#6d6b5a
8318,Tierno Capricho,#5e5e4f
8317,Negro Dramático,#434135
8332,Copos de Nieve,#e9d6b3
8331,Murmullos de Invierno,#d2c2a1
8330,Plateado,#c6b797
8329,Minino,#a59b81
8328,Andes,#88806a
8327,Peltre Barnizado,#726b55
8326,Lomas,#635d4a
8325,Luna Oscura,#4e4a38
8340,Cascada Susurrante,#e2d6b8
8339,Ciruela,#d0c8ac
8338,Ensenada Silenciosa,#c5c0a5
8337,Hecho de Agua,#a7a691
8336,Piscinas de Azul,#888a79
8335,Río Bravo,#727565
8334,Atrapador,#5e6355
8333,Cielo sin Luna,#3a3a32
8348,Espíritu en el Agua,#f6e5c3
8347,Acantilados,#e5debd
8346,Verde Neblina,#cfcfaf
8345,Sueños de Mar,#bbbfa2
8344,Lago Místico,#a8ad95
8343,Cascada del Bosque,#848f7c
8342,Mundo bajo el Mar,#5c6b59
8341,Cabo de Hornos,#30423b
8356,Noche en el Bosque,#e9dfbb
8355,Sr. Olimpia,#d2d0ac
8354,Suave Amistad,#bfc2a0
8353,Bahia Blanca,#9fa588
8352,Ensenada en Sombras,#828c72
8351,Arbol de la Vida,#6d795e
8350,Ensenada Solitaria,#616c54
8349,Bosque Misterioso,#3e4333
8364,Hermoso Castillo,#f4e6c1
8363,Lecho de Arroyo,#dfdab4
8362,Dulces Sueños,#c8cca5
8361,Cataratas de Cristal,#a2aa89
8360,Música en el Auga,#829071
8359,Bahia Bayou,#778665
8358,Acantilado,#5e6f51
8357,Sombra de Noche,#4c583d
8372,Espíritus del Viento,#f7e6c2
8371,Niebla Londinense,#e0d6b2
8370,Niebla de Lluvia,#c7c29f
8369,Verde Artístico,#a9a78a
8368,Río de Ritmos,#8e8f73
8367,Sombra Verde,#7c7e63
8366,Nahuel Huapi,#646850
8365,Noche de Opera,#4b4d39
8380,Campo de Algodón,#eee1bc
8379,Hoja Bahía,#e6dab4
8378,El Valle del Nilo,#d1cba5
8377,Naturaleza Escondida,#c1be98
8376,Bosques del Sur,#a9a886
8375,Ciudad Blanca,#888c6c
8374,Pinos Helados,#63694c
8373,Fiebre de Jungla,#55573b
8388,Montaña con Espinas,#f6e6be
8387,Isla de Pascuas,#e0d9ae
8386,Hoja de Eucalipto,#c6c597
8385,Anocheciendo,#b1b288
8384,Silencio Verde,#9ba076
8383,Rocío de Mañana,#82885e
8382,Primavera Magnífica,#727b53
8381,Laguna Tranquila,#595e3b
8396,Sentimiento Rico,#ecdcb6
8395,Pasto Salvaje,#dcd0aa
8394,Tendencia de Jardinería,#c6be98
8393,Barranca Oculta,#aba483
8392,Siempre Viva,#8c896a
8391,Valle Buena Vista,#7c7959
8390,Cañada Marfil,#6b694d
8389,Musgo Irlandes,#59573d
8404,Juventud,#f3e0b9
8403,Antiguo,#dacba2
8402,Bosqeujo,#cbbe94
8401,Canción de la Naturaleza,#b3a984
8400,Pino Canadiense,#9e9673
8399,Dama del Rocío,#918a68
8398,Duende Primavera,#6e694a
8397,Neuquén,#5d593d
8412,Perito Moreno,#fbe7be
8411,Niebla Mística,#e4d8ad
8410,Aguas Magicas,#d1c797
8409,Tejedor de Sueños,#b8b187
8408,Parque Chacabuca,#a7a177
8407,Puerto Alicia,#8f8c61
8406,Anochecer Verde,#7b7950
8405,Noche de Ladies,#5f5e3a
8420,Parque Alto,#ecdeb0
8419,Lago Escondido,#dbd3a2
8418,Foresta,#ccc896
8417,Corderos,#b5b283
8416,Platero,#979869
8415,Jardines Presidenciales,#888a59
8414,Viejo Bosque Crecido,#757a4d
8413,Comino Verde,#686a40
8428,Cuestra del Glaciar,#f9e3bd
8427,Estrella de los Deseos,#e5d0aa
8426,Mercedes,#cebb93
8425,Cantera de Mármol,#b3a583
8424,Pared de Piedra,#9e9171
8423,Arcilla Francesa,#948869
8422,Koala,#6e6448
8421,Hojas de la Fortuna,#60573e
8436,Delicia Blanca,#f8e1bc
8435,Luna de Peltre,#e3cda9
8434,Joya de Plata,#cab692
8433,Ceniza,#af9f81
8432,Banca de Jardin,#908167
8431,Piedra Rodante,#796b50
8430,Roca de los Tiempos,#72654c
8429,Marrón Bravo,#50442e
8444,Sierra Blanca,#ffe7c2
8443,Ciruela Plata,#ecd3ae
8442,Blanco Suspenso,#e0c7a2
8441,Zanzibar,#baa383
8440,Acantilado de Granito,#9a886e
8439,Vallecito,#86745a
8438,Torreón,#706049
8437,Roca,#635139
8452,Vista Flor,#f6dcb4
8451,Interludio Perfecto,#ecd1aa
8450,Sagrado,#dec49c
8449,Modernismo,#b59e7d
8448,Lealtad,#a08b6c
8447,Claromeco,#8c7657
8446,Piedra Caliza,#776347
8445,Isla Birch,#645139
8460,Corona de Novia,#f7dcb4
8459,Camino del Tren,#eed3aa
8458,Velas,#d9bd93
8457,Playa de Bambú,#d4b68c
8456,Beige Bristol,#baa07c
8455,Bronceado Tropical,#9f8665
8454,Crema de Caramelo,#7e6646
8453,Mousse de Moca,#6a5435
8468,Robles,#edd4ae
8467,Palmera Desértica,#e2cba3
8466,Luz de Estrellas,#d4bc94
8465,Puñado de Lino,#bba684
8464,Urbano,#9c8868
8463,Valle Roca,#887453
8462,Arcilla Misionera,#736246
8461,Muro de Piedra,#665439
8476,Blanco Ahora,#fae1bd
8475,Nieve de Montaña,#ead2ae
8474,Fantasma Gris,#ddc5a2
8473,Apolo,#d2ba97
8472,Cueva Salvaje,#b29c7e
8471,Madera Gris,#89775b
8470,Piedra Pura,#78674e
8469,Bosques Noruegos,#574a34
